"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2020-09-21","99.2","-1.26","5.41","Jacob deGrom",595281,594798,"null","ball",,,,,"11","null","R","L","R","NYM","TB","B","null","null",0,0,2020,"-0.63","1.49","-0.87","3.81","null","null","null",1,7,"Top","null","null",,,"467092",,"null",2.5724316148792084,-144.4908544280227,-2.4435399161209403,-9.435764164710656,35.18268443106002,-11.015844841743814,"3.41","1.56","null","null","null","100.5","2640","7.1",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.44","null","null","null","null","null","null","null",50,"1","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2020-09-21","99.0","-1.11","5.42","Jacob deGrom",622534,594798,"field_out","hit_into_play",,,,,"12","Manuel Margot flies out to right fielder Brandon Nimmo.  ","R","R","R","NYM","TB","X",9,"fly_ball",0,1,2020,"-0.83","1.42","0.08","3.53","null","null","null",0,7,"Top","201.65","111.20",,,"467092",,"null",5.237885253759393,-144.15906003487947,-3.0828056523109746,-12.782224838550347,33.39654191236013,-11.828640035969736,"3.25","1.53","275","90.5","45","100.1","2637","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.65","0.007","0.009","0.00",1,0,0,3,49,"2","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2020-09-21","98.0","-1.12","5.44","Jacob deGrom",622534,594798,"null","foul",,,,,"12","null","R","R","R","NYM","TB","S","null","null",0,0,2020,"-0.59","1.49","0.64","3.39","null","null","null",0,7,"Top","null","null",,,"467092",,"null",6.2283697343863516,-142.5364961054053,-3.513954433104731,-9.605182538382241,35.55033231969618,-11.344471373488327,"3.25","1.53","215","75.7","42","99.1","2569","7.1",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.38","null","null","null","null","null","null","null",49,"1","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"CH","2020-09-21","91.0","-1.00","5.36","Jacob deGrom",621563,594798,"field_out","hit_into_play",,,,,"5","Joey Wendle grounds out, first baseman Dominic Smith to pitcher Jacob deGrom.  ","R","L","R","NYM","TB","X",3,"ground_ball",1,1,2020,"-1.33","0.09","-0.14","2.25",664040,"null","null",2,6,"Top","164.87","149.37",,,"467092",,"null",5.070611376304134,-132.53634307130838,-2.137838306681539,-16.737784594959862,27.490876413020615,-30.90011750795268,"3.41","1.56","32","95.6","-3","92.3","1556","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.56","0.300","0.270","0.00",1,0,0,2,45,"3","Changeup",1,2,2,1,2,1,2,1,"Standard","Standard"
"CH","2020-09-21","93.0","-0.98","5.37","Jacob deGrom",621563,594798,"null","foul",,,,,"6","null","R","L","R","NYM","TB","S","null","null",1,0,2020,"-0.78","0.95","0.50","2.26",664040,"null","null",2,6,"Top","null","null",,,"467092",,"null",5.540779875276904,-135.27615723902122,-4.322769766407239,-10.742243624767797,29.186948128277457,-19.707552840031052,"3.41","1.56","null","null","null","93.8","1478","6.7",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.76","null","null","null","null","null","null","null",45,"2","Changeup",1,2,2,1,2,1,2,1,"Standard","Standard"
"CH","2020-09-21","91.5","-0.98","5.40","Jacob deGrom",621563,594798,"null","ball",,,,,"11","null","R","L","R","NYM","TB","B","null","null",0,0,2020,"-0.97","0.79","-1.20","3.89",664040,"null","null",2,6,"Top","null","null",,,"467092",,"null",1.5337877555921011,-133.25225929247927,0.33819950340730387,-11.87718523595663,28.79462868113132,-23.019305694376435,"3.41","1.56","null","null","null","92.4","1516","6.8",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.71","null","null","null","null","null","null","null",45,"1","Changeup",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2020-09-21","99.9","-1.03","5.40","Jacob deGrom",663993,594798,"strikeout","swinging_strike",,,,,"12","Nate Lowe strikes out swinging.  ","R","L","R","NYM","TB","S",2,"null",2,2,2020,"-0.92","1.54","0.69","3.71",664040,"null","null",1,6,"Top","null","null",,,"467092",,"null",6.978734345594157,-145.302970796937,-2.9162605934503563,-14.616750896932803,34.73197381221589,-9.870631127449437,"3.55","1.63","null","null","null","100.8","2711","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.62","null","null","0.00",1,0,0,"null",44,"5","4-Seam Fastball",1,2,2,1,2,1,2,1,"Strategic","Standard"
"SL","2020-09-21","93.5","-1.11","5.51","Jacob deGrom",663993,594798,"null","foul",,,,,"3","null","R","L","R","NYM","TB","S","null","null",2,1,2020,"0.21","0.82","0.82","3.23",664040,"null","null",1,6,"Top","null","null",,,"467092",,"null",4.541036604181105,-136.15333838036742,-1.9864539654747504,1.7695404957680865,27.435146686509544,-21.680466848908555,"3.55","1.63","null","null","null","94.6","2726","6.7",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.80","null","null","null","null","null","null","null",44,"4","Slider",1,2,2,1,2,1,2,1,"Strategic","Standard"
"FF","2020-09-21","97.3","-1.24","5.36","Jacob deGrom",663993,594798,"null","ball",,,,,"1","null","R","L","R","NYM","TB","B","null","null",1,1,2020,"-0.86","1.55","-0.82","3.14","null",664040,"null",1,6,"Top","null","null",,,"467092",,"null",3.1400696607270784,-141.51159607249812,-3.943429901188113,-12.240079265502063,35.7288356354757,-10.809746113354146,"3.55","1.63","null","null","null","97.8","2452","6.8",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.67","null","null","null","null","null","null","null",44,"3","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"SL","2020-09-21","92.7","-0.96","5.51","Jacob deGrom",663993,594798,"null","ball",,,,,"12","null","R","L","R","NYM","TB","B","null","null",0,1,2020,"0.23","0.39","1.45","3.16","null",664040,"null",1,6,"Top","null","null",,,"467092",,"null",5.773640333044907,-134.96537111778588,-1.0938000473127667,1.5534983840499292,28.18908060415635,-27.35780461043619,"3.55","1.63","null","null","null","94.5","2677","7.2",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.30","null","null","null","null","null","null","null",44,"2","Slider",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2020-09-21","98.2","-1.17","5.41","Jacob deGrom",663993,594798,"null","foul",,,,,"4","null","R","L","R","NYM","TB","S","null","null",0,0,2020,"-0.87","1.45","-0.35","2.82","null",664040,"null",1,6,"Top","null","null",,,"467092",,"null",4.297559105939965,-142.90223916675518,-4.932850850641411,-12.850335989026656,34.45947304691163,-11.38064072490173,"3.55","1.63","268","89.5","47","99.2","2540","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.56","null","null","null","null","null","null","null",44,"1","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2020-09-21","98.9","-0.94","5.52","Jacob deGrom",642715,594798,"strikeout","swinging_strike",,,,,"1","Willy Adames strikes out swinging.  ","R","R","R","NYM","TB","S",2,"null",2,2,2020,"-0.95","1.51","-0.61","3.27","null",664040,"null",0,6,"Top","null","null",,,"467092",,"null",3.1418713643068275,-143.9164959176455,-4.247668138200073,-13.89061717190489,35.122453691179224,-10.45538417756358,"3.48","1.67","null","null","null","99.7","2552","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.63","null","null","0.00",1,0,0,"null",43,"5","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2020-09-21","99.1","-0.92","5.50","Jacob deGrom",642715,594798,"null","ball",,,,,"12","null","R","R","R","NYM","TB","B","null","null",1,2,2020,"-0.87","1.40","1.04","3.43","null",664040,"null",0,6,"Top","null","null",,,"467092",,"null",7.500475883099837,-144.15271444603795,-3.5201178653418372,-13.871044881909027,34.77023193569582,-12.070315890235989,"3.48","1.67","null","null","null","100.4","2602","7.1",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.38","null","null","null","null","null","null","null",43,"4","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2020-09-21","98.6","-0.94","5.47","Jacob deGrom",642715,594798,"null","swinging_strike",,,,,"2","null","R","R","R","NYM","TB","S","null","null",1,1,2020,"-0.84","1.54","0.15","3.21","null",664040,"null",0,6,"Top","null","null",,,"467092",,"null",4.97347972455265,-143.5611079524756,-4.3100938804690845,-12.792384452853948,33.710904637854206,-10.026736286910952,"3.48","1.67","null","null","null","99.5","2531","6.8",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.72","null","null","null","null","null","null","null",43,"3","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2020-09-21","98.0","-1.00","5.47","Jacob deGrom",642715,594798,"null","ball",,,,,"12","null","R","R","R","NYM","TB","B","null","null",0,1,2020,"-1.01","1.46","0.97","3.59","null",664040,"null",0,6,"Top","null","null",,,"467092",,"null",7.744891885681355,-142.4789000402394,-3.006964116209457,-15.507827594218714,32.45327445975853,-11.8433777059756,"3.48","1.67","null","null","null","99.3","2503","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.46","null","null","null","null","null","null","null",43,"2","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"SL","2020-09-21","91.2","-1.25","5.49","Jacob deGrom",642715,594798,"null","swinging_strike",,,,,"8","null","R","R","R","NYM","TB","S","null","null",0,0,2020,"0.24","0.56","-0.01","1.58","null",664040,"null",0,6,"Top","null","null",,,"467092",,"null",2.6246196701278373,-132.84990743650363,-5.275416920101622,2.420970282125383,24.461095141140706,-24.66413172112884,"3.48","1.67","null","null","null","92.8","2614","6.8",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.66","null","null","null","null","null","null","null",43,"1","Slider",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2020-09-21","96.1","-1.34","5.43","Jacob deGrom",664040,594798,"double","hit_into_play_no_out",,,,,"1","Brandon Lowe doubles (9) on a sharp line drive to right fielder Brandon Nimmo.  ","R","L","R","NYM","TB","X",9,"line_drive",0,0,2020,"-0.69","1.58","-0.30","2.84","null","null","null",0,6,"Top","216.00","102.00",,,"467092",,"null",4.382783368839202,-139.85557331903655,-4.9132644378469745,-10.063409880520235,31.76661430963459,-10.514235983123363,"3.18","1.46","281","105.4","19","97.2","2524","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.59","0.671","0.760","1.25",1,1,1,6,42,"1","4-Seam Fastball",1,2,2,1,2,1,2,1,"Infield shift","Standard"
"FF","2020-09-21","97.7","-1.14","5.47","Jacob deGrom",660294,594798,"strikeout","swinging_strike",,,,,"11","Yoshi Tsutsugo strikes out swinging.  ","R","L","R","NYM","TB","S",2,"null",3,2,2020,"-0.60","1.48","-0.89","3.49","null","null","null",2,5,"Top","null","null",,,"467092",,"null",2.0767594016691424,-142.31355352614045,-3.261935481752462,-8.560057685568797,33.800645876564325,-11.594278132421064,"3.23","1.53","null","null","null","98.7","2503","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.63","null","null","0.00",1,0,0,"null",34,"6","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2020-09-21","98.0","-1.21","5.49","Jacob deGrom",660294,594798,"null","ball",,,,,"11","null","R","L","R","NYM","TB","B","null","null",2,2,2020,"-0.57","1.48","-0.13","4.38","null","null","null",2,5,"Top","null","null",,,"467092",,"null",4.2938789222692355,-142.59811921544687,-0.9082137340187728,-8.76201017487786,34.71035642732813,-12.016882390811078,"3.23","1.53","null","null","null","99.0","2534","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.52","null","null","null","null","null","null","null",34,"5","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2020-09-21","97.4","-1.21","5.48","Jacob deGrom",660294,594798,"null","ball",,,,,"11","null","R","L","R","NYM","TB","B","null","null",1,2,2020,"-0.53","1.57","-0.60","4.01","null","null","null",2,5,"Top","null","null",,,"467092",,"null",2.9061275014241033,-141.82347933160474,-2.0463637106075985,-7.867208083895614,33.9902190397891,-10.779241162090091,"3.23","1.53","null","null","null","98.5","2588","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.52","null","null","null","null","null","null","null",34,"4","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2020-09-21","98.0","-1.14","5.49","Jacob deGrom",660294,594798,"null","ball",,,,,"11","null","R","L","R","NYM","TB","B","null","null",0,2,2020,"-0.72","1.55","-1.14","4.72","null","null","null",2,5,"Top","null","null",,,"467092",,"null",1.6990100430617772,-142.732529087268,-0.14789957129480522,-10.255017760936719,35.30512867730369,-11.301657383430001,"3.23","1.53","null","null","null","98.8","2490","6.8",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.66","null","null","null","null","null","null","null",34,"3","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2020-09-21","98.0","-1.31","5.46","Jacob deGrom",660294,594798,"null","swinging_strike",,,,,"1","null","R","L","R","NYM","TB","S","null","null",0,1,2020,"-0.65","1.47","-0.31","2.86","null","null","null",2,5,"Top","null","null",,,"467092",,"null",4.217087959453228,-142.5553751092259,-4.954890686520546,-9.779409305303293,34.09548958497112,-11.278866483297573,"3.23","1.53","null","null","null","98.7","2492","6.8",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.73","null","null","null","null","null","null","null",34,"2","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2020-09-21","97.3","-1.31","5.43","Jacob deGrom",660294,594798,"null","swinging_strike",,,,,"11","null","R","L","R","NYM","TB","S","null","null",0,0,2020,"-0.86","1.44","-0.58","3.56","null","null","null",2,5,"Top","null","null",,,"467092",,"null",4.002059066714454,-141.7045528361272,-2.8506092089506407,-12.498991903827752,33.40188771719262,-12.363350943205642,"3.23","1.53","null","null","null","98.8","2495","7.2",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.33","null","null","null","null","null","null","null",34,"1","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"SL","2020-09-21","92.9","-1.01","5.45","Jacob deGrom",572287,594798,"field_out","hit_into_play",,,,,"12","Mike Zunino flies out to center fielder Guillermo Heredia.  ","R","R","R","NYM","TB","X",8,"fly_ball",0,2,2020,"0.14","0.66","0.95","2.98","null","null","null",1,5,"Top","120.13","39.65",,,"467092",,"null",4.772094649545881,-135.27203201265954,-2.030610472045893,0.7258984124362698,28.342732425593763,-23.77142412334652,"3.17","1.49","377","98.9","24","93.9","2565","6.7",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.77","0.529","0.739","0.00",1,0,0,5,33,"3","Slider",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2020-09-21","96.2","-1.06","5.40","Jacob deGrom",572287,594798,"null","called_strike",,,,,"6","null","R","R","R","NYM","TB","S","null","null",0,1,2020,"-0.82","1.56","0.78","2.54","null","null","null",1,5,"Top","null","null",,,"467092",,"null",6.8064241756464785,-139.78243056197076,-5.588685023928198,-12.300166851234978,32.46559748516672,-10.626279756566422,"3.17","1.49","null","null","null","97.2","2599","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.51","null","null","null","null","null","null","null",33,"2","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2020-09-21","95.8","-1.28","5.42","Jacob deGrom",572287,594798,"null","called_strike",,,,,"12","null","R","R","R","NYM","TB","S","null","null",0,0,2020,"-0.63","1.66","0.10","3.47","null","null","null",1,5,"Top","null","null",,,"467092",,"null",5.158421865270807,-139.35419809461519,-3.3142880227451847,-9.430950299872443,32.49779218636314,-9.984717225843355,"3.17","1.49","null","null","null","97.2","2541","7.2",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.29","null","null","null","null","null","null","null",33,"1","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2020-09-21","97.1","-1.30","5.42","Jacob deGrom",621433,594798,"field_out","hit_into_play",,,,,"5","Brett Phillips grounds out, first baseman Dominic Smith to pitcher Jacob deGrom.  ","R","L","R","NYM","TB","X",3,"ground_ball",2,1,2020,"-0.73","1.28","-0.27","2.56","null","null","null",0,5,"Top","157.78","155.39",,,"467092",,"null",4.497304964147808,-141.20019986429915,-5.059080680189402,-10.827841135452138,35.30614059522106,-14.146233613695111,"3.43","1.56","53","96.2","0","98.0","2531","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.47","0.364","0.328","0.00",1,0,0,2,32,"4","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2020-09-21","93.0","-1.20","5.52","Jacob deGrom",621433,594798,"null","ball",,,,,"9","null","R","L","R","NYM","TB","B","null","null",1,1,2020,"0.19","0.43","0.80","1.82","null","null","null",0,5,"Top","null","null",,,"467092",,"null",4.729765734753949,-135.3575270402389,-4.650686749717262,1.240132181076694,31.18166091277599,-26.011493949880254,"3.43","1.56","null","null","null","93.5","2666","6.7",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.79","null","null","null","null","null","null","null",32,"3","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2020-09-21","98.3","-1.21","5.50","Jacob deGrom",621433,594798,"null","ball",,,,,"11","null","R","L","R","NYM","TB","B","null","null",0,1,2020,"-0.63","1.45","-0.09","4.07","null","null","null",0,5,"Top","null","null",,,"467092",,"null",4.570097109429093,-143.04660134996536,-1.7129305687614738,-9.728629729707126,35.886070289986044,-12.253942222856242,"3.43","1.56","null","null","null","99.1","2590","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.57","null","null","null","null","null","null","null",32,"2","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2020-09-21","91.4","-1.30","5.49","Jacob deGrom",621433,594798,"null","missed_bunt",,,,,"14","null","R","L","R","NYM","TB","S","null","null",0,0,2020,"0.31","0.46","1.24","0.91","null","null","null",0,5,"Top","null","null",,,"467092",,"null",5.7739659357440685,-132.8917253008794,-6.738565002612658,2.453797571811437,27.60598262545464,-25.450613422991164,"3.43","1.56","null","null","null","92.4","2510","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.62","null","null","null","null","null","null","null",32,"1","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2020-09-21","98.1","-1.05","5.42","Jacob deGrom",595281,594798,"strikeout","swinging_strike",,,,,"11","Kevin Kiermaier strikes out swinging.  ","R","L","R","NYM","TB","S",2,"null",3,2,2020,"-0.59","1.55","-0.27","3.67","null","null","null",2,4,"Top","null","null",,,"467092",,"null",3.5200519285631873,-142.75713704679504,-2.8550267883293894,-8.914548904155211,34.63575621963621,-10.586266184394363,"3.41","1.56","null","null","null","99.2","2585","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.46","null","null","0.00",1,0,0,"null",27,"6","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2020-09-21","93.0","-1.22","5.43","Jacob deGrom",595281,594798,"null","ball",,,,,"11","null","R","L","R","NYM","TB","B","null","null",2,2,2020,"0.34","0.51","-1.03","3.65","null","null","null",2,4,"Top","null","null",,,"467092",,"null",-0.23911449012174976,-135.56007018435312,0.04174931054843323,4.210109785603591,28.19854900983776,-26.02744925527899,"3.41","1.56","null","null","null","94.2","2583","6.8",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.68","null","null","null","null","null","null","null",27,"5","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2020-09-21","93.2","-1.13","5.45","Jacob deGrom",595281,594798,"null","called_strike",,,,,"12","null","R","L","R","NYM","TB","S","null","null",2,1,2020,"0.33","0.61","0.12","3.65","null","null","null",2,4,"Top","null","null",,,"467092",,"null",2.5046271132730045,-135.7111861354794,-0.18571497703544682,3.59921415584706,29.32125272377724,-24.794397759841626,"3.41","1.56","null","null","null","94.4","2635","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.60","null","null","null","null","null","null","null",27,"4","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2020-09-21","93.9","-1.11","5.45","Jacob deGrom",595281,594798,"null","foul",,,,,"12","null","R","L","R","NYM","TB","S","null","null",2,0,2020,"0.13","0.60","0.96","2.52","null","null","null",2,4,"Top","null","null",,,"467092",,"null",5.1571804867888185,-136.81419533166022,-3.279483924278855,0.5258854650057997,27.98369715475047,-24.144190555978444,"3.41","1.56","null","null","null","95.6","2745","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.47","null","null","null","null","null","null","null",27,"3","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2020-09-21","93.3","-0.98","5.39","Jacob deGrom",595281,594798,"null","ball",,,,,"14","null","R","L","R","NYM","TB","B","null","null",1,0,2020,"-1.27","0.43","0.03","0.09","null","null","null",2,4,"Top","null","null",,,"467092",,"null",5.458605292041085,-135.5116775333072,-8.89464112164662,-16.821519228477857,29.38940438245755,-25.157669093638265,"3.41","1.56","null","null","null","94.5","1680","7.1",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.42","null","null","null","null","null","null","null",27,"2","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2020-09-21","98.3","-1.15","5.38","Jacob deGrom",595281,594798,"null","ball",,,,,"11","null","R","L","R","NYM","TB","B","null","null",0,0,2020,"-0.51","1.64","-0.33","4.85","null","null","null",2,4,"Top","null","null",,,"467092",,"null",3.455815472744681,-143.13159798257323,0.22404768345265547,-7.867384250778837,33.148434424350405,-9.84595683971907,"3.41","1.56","null","null","null","99.2","2513","6.8",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.72","null","null","null","null","null","null","null",27,"1","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2020-09-21","92.7","-1.15","5.39","Jacob deGrom",622534,594798,"field_out","hit_into_play",,,,,"6","Manuel Margot flies out to center fielder Guillermo Heredia.  ","R","R","R","NYM","TB","X",8,"fly_ball",2,1,2020,"0.16","0.60","0.64","2.24","null","null","null",1,4,"Top","159.72","75.62",,,"467092",,"null",4.296855957549692,-134.9386410971382,-3.6148135990907533,1.038737109200154,27.880038140825384,-24.31498882587109,"3.25","1.53","337","92.1","23","94.2","2634","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.46","0.164","0.160","0.00",1,0,0,3,26,"4","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2020-09-21","98.1","-0.84","5.56","Jacob deGrom",622534,594798,"null","ball",,,,,"12","null","R","R","R","NYM","TB","B","null","null",1,1,2020,"-0.59","1.60","0.24","5.12","null","null",621563,0,4,"Top","null","null",,,"467092",,"null",4.307951594196632,-142.77952974333058,0.6545477433976296,-9.133490679784886,37.089967376454034,-10.873151871144518,"3.25","1.53","null","null","null","98.3","2616","6.7",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.80","null","null","null","null","null","null","null",26,"3","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2020-09-21","98.6","-0.84","5.53","Jacob deGrom",622534,594798,"null","ball",,,,,"11","null","R","R","R","NYM","TB","B","null","null",0,1,2020,"-0.43","1.67","-0.22","4.97","null","null",621563,0,4,"Top","null","null",,,"467092",,"null",2.7011427119640543,-143.59515537060597,0.07250249492434069,-6.540908669155012,36.21662971076871,-9.460385873616335,"3.25","1.53","null","null","null","99.1","2636","6.7",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.76","null","null","null","null","null","null","null",26,"2","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2020-09-21","98.2","-0.93","5.37","Jacob deGrom",622534,594798,"null","foul",,,,,"3","null","R","R","R","NYM","TB","S","null","null",0,0,2020,"-0.84","1.61","0.46","3.15","null","null",621563,0,4,"Top","null","null",,,"467092",,"null",5.774683743131589,-142.8140181909463,-4.27584827119497,-12.819188937414143,34.20772847015572,-9.332992019883568,"3.25","1.53","183","75.9","62","99.0","2605","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.62","null","null","null","null","null","null","null",26,"1","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2020-09-21","91.5","-0.96","5.43","Jacob deGrom",621563,594798,"single","hit_into_play_no_out",,,,,"5","Joey Wendle singles on a sharp ground ball to right fielder Brandon Nimmo.  ","R","L","R","NYM","TB","X",9,"ground_ball",3,2,2020,"-1.06","-0.05","-0.12","2.62","null","null","null",0,4,"Top","185.11","101.05",,,"467092",,"null",4.439752413301153,-133.29980415317638,-1.1548723992095211,-13.563915316100601,26.945755081167114,-32.78482201643162,"3.41","1.56","122","103.0","5","92.8","1526","6.9",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.61","0.557","0.501","0.90",1,1,0,4,25,"6","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2020-09-21","93.1","-0.99","5.37","Jacob deGrom",621563,594798,"null","ball",,,,,"14","null","R","L","R","NYM","TB","B","null","null",2,2,2020,"-1.11","0.36","0.86","-0.15","null","null","null",0,4,"Top","null","null",,,"467092",,"null",7.267988147128292,-135.17270676594822,-9.293712844011232,-15.197729507993282,28.18689812973427,-25.90037000063478,"3.41","1.56","null","null","null","94.2","1615","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.53","null","null","null","null","null","null","null",25,"5","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2020-09-21","93.3","-1.03","5.38","Jacob deGrom",621563,594798,"null","ball",,,,,"14","null","R","L","R","NYM","TB","B","null","null",1,2,2020,"-0.85","0.47","0.39","0.14","null","null","null",0,4,"Top","null","null",,,"467092",,"null",5.616183137778152,-135.61511521483354,-8.86399035772726,-11.762024372404372,28.446192816011614,-24.649029334822654,"3.41","1.56","null","null","null","94.7","1556","7.1",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.43","null","null","null","null","null","null","null",25,"4","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2020-09-21","93.2","-1.20","5.43","Jacob deGrom",621563,594798,"null","foul",,,,,"2","null","R","L","R","NYM","TB","S","null","null",1,1,2020,"0.37","1.04","0.05","3.25","null","null","null",0,4,"Top","null","null",,,"467092",,"null",2.438578698974884,-135.8223002586316,-2.196191787702322,4.088659569653018,27.56917658291238,-19.031109343574258,"3.41","1.56","139","73.8","71","94.9","2570","7.0",631216,594798,"467092","642086","429664","605204","642708","643446","628338","607043","53.46","null","null","null","null","null","null","null",25,"3","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
